APK,TP,FP,FN,Precision,Recall,F1
dasho-ch.logixisland.anuto.apk,2,0,0,1.0000,1.0000,1.0000
dasho-click.dummer.textthing.apk,5,1,1,.8333,.8333,.8331
dasho-co.loubo.icicle.apk,4,1,0,.8000,1.0000,.8888
dasho-com.abcdjdj.rootverifier.apk,4,1,0,.8000,1.0000,.8888
dasho-com.adam.aslfms.apk,4,0,1,1.0000,.8000,.8888
dasho-com.aidinhut.simpletextcrypt.apk,5,0,1,1.0000,.8333,.9090
dasho-com.anddevw.getchromium.apk,6,0,3,1.0000,.6666,.7999
dasho-com.blanyal.remindly.apk,5,1,4,.8333,.5555,.6664
dasho-com.briankhuu.nfcmessageboard.apk,4,0,0,1.0000,1.0000,1.0000
dasho-com.catchingnow.tinyclipboardmanager.apk,4,0,2,1.0000,.6666,.7999
dasho-com.claha.showtimeremote.apk,4,0,0,1.0000,1.0000,1.0000
dasho-com.danielkim.soundrecorder.apk,5,0,4,1.0000,.5555,.7142
dasho-com.dimtion.shaarlier.apk,5,0,0,1.0000,1.0000,1.0000
dasho-com.easwareapps.quoter.apk,5,0,4,1.0000,.5555,.7142
dasho-com.ebaschiera.triplecamel.apk,4,0,1,1.0000,.8000,.8888
dasho-com.eibriel.reddot.apk,4,0,0,1.0000,1.0000,1.0000
dasho-com.evenement.encapsulation.apk,6,1,3,.8571,.6666,.7498
dasho-com.example.ismael.downloadfilesweb.apk,4,0,0,1.0000,1.0000,1.0000
dasho-com.example.root.analyticaltranslator.apk,7,0,0,1.0000,1.0000,1.0000
dasho-com.example.tobiastrumm.freifunkautoconnect.apk,6,0,5,1.0000,.5454,.7058
dasho-com.fisheradelakin.interactivestory.apk,4,1,0,.8000,1.0000,.8888
dasho-com.fullscreen.apk,4,1,0,.8000,1.0000,.8888
dasho-com.github.dfa.diaspora_android.apk,8,0,4,1.0000,.6666,.7999
dasho-com.github.mofosyne.instantreadme.apk,4,0,0,1.0000,1.0000,1.0000
dasho-com.github.mofosyne.tagdrop.apk,4,0,0,1.0000,1.0000,1.0000
dasho-com.github.notizklotz.derbunddownloader.apk,7,0,1,1.0000,.8750,.9333
dasho-com.github.redpanal.android.apk,4,0,0,1.0000,1.0000,1.0000
dasho-com.github.yeriomin.dumbphoneassistant.apk,1,0,0,1.0000,1.0000,1.0000
dasho-com.gunshippenguin.openflood.apk,1,3,0,.2500,1.0000,.4000
dasho-com.guvery.notifyme.apk,6,0,2,1.0000,.7500,.8571
dasho-com.idunnololz.igo.apk,4,0,0,1.0000,1.0000,1.0000
dasho-com.innodroid.mongobrowser.apk,8,0,1,1.0000,.8888,.9411
dasho-com.jarsilio.android.waveup.apk,6,0,0,1.0000,1.0000,1.0000
dasho-com.javierllorente.adc.apk,4,0,1,1.0000,.8000,.8888
dasho-com.jmstudios.redmoon.apk,7,1,3,.8750,.7000,.7777
dasho-com.jonbanjo.cupsprintservice.apk,8,0,1,1.0000,.8888,.9411
dasho-com.khuttun.notificationnotes.apk,5,1,2,.8333,.7142,.7691
dasho-com.llamacorp.equate.apk,1,0,0,1.0000,1.0000,1.0000
dasho-com.luk.timetable2.apk,6,0,5,1.0000,.5454,.7058
dasho-com.luorrak.ouroboros.apk,7,0,10,1.0000,.4117,.5832
dasho-com.markusborg.test.apk,4,0,0,1.0000,1.0000,1.0000
dasho-com.mikifus.padland.apk,6,0,4,1.0000,.6000,.7500
dasho-com.moonpi.swiftnotes.apk,3,2,1,.6000,.7500,.6666
dasho-com.mrbimc.selinux.apk,4,1,0,.8000,1.0000,.8888
dasho-com.mustafaali.sensorssandbox.apk,5,0,3,1.0000,.6250,.7692
dasho-com.nathanosman.chronosnap.apk,3,0,1,1.0000,.7500,.8571
dasho-com.nilhcem.hostseditor.apk,9,2,2,.8181,.8181,.8179
dasho-com.numguesser.tonio_rpchp.numberguesser.apk,3,0,1,1.0000,.7500,.8571
dasho-com.phg.constellations.apk,4,0,0,1.0000,1.0000,1.0000
dasho-com.phikal.regex.apk,3,0,2,1.0000,.6000,.7500
dasho-com.phpsysinfo.apk,4,0,0,1.0000,1.0000,1.0000
dasho-com.prhlt.aemus.Read4SpeechExperiments.apk,3,0,1,1.0000,.7500,.8571
dasho-com.rastating.droidbeard.apk,3,2,1,.6000,.7500,.6666
dasho-com.rubenroy.minimaltodo.apk,6,1,6,.8571,.5000,.6314
dasho-com.saladdressing.veterondo.apk,6,0,2,1.0000,.7500,.8571
dasho-com.samsandberg.mtafarebuster.apk,4,0,2,1.0000,.6666,.7999
dasho-com.samsung.srpol.apk,5,0,1,1.0000,.8333,.9090
dasho-com.secuso.torchlight2.apk,3,1,1,.7500,.7500,.7500
dasho-com.simplemobiletools.calendar.apk,8,0,4,1.0000,.6666,.7999
dasho-com.simplemobiletools.camera.apk,5,1,3,.8333,.6250,.7142
dasho-com.simplemobiletools.draw.apk,7,0,2,1.0000,.7777,.8749
dasho-com.simplemobiletools.gallery.apk,8,0,4,1.0000,.6666,.7999
dasho-com.simplemobiletools.notes.apk,6,0,3,1.0000,.6666,.7999
dasho-com.soyblue.bluesound.apk,3,0,1,1.0000,.7500,.8571
dasho-com.tengu.sharetoclipboard.apk,4,0,1,1.0000,.8000,.8888
dasho-com.thefonz.ed_tool.apk,3,0,0,1.0000,1.0000,1.0000
dasho-com.thibaudperso.sonycamera.apk,4,0,0,1.0000,1.0000,1.0000
dasho-com.tomaszmarzeion.notepad.apk,5,0,1,1.0000,.8333,.9090
dasho-com.tortel.syslog.apk,6,0,6,1.0000,.5000,.6666
dasho-com.ultramegatech.ey.apk,3,0,0,1.0000,1.0000,1.0000
dasho-com.vrem.wifianalyzer.apk,5,0,2,1.0000,.7142,.8332
dasho-com.willianveiga.countdowntimer.apk,2,0,2,1.0000,.5000,.6666
dasho-com.yassirh.digitalocean.apk,7,0,0,1.0000,1.0000,1.0000
dasho-cz.martykan.forecastie.apk,5,0,2,1.0000,.7142,.8332
dasho-cz.martykan.webtube.apk,5,1,2,.8333,.7142,.7691
dasho-de.audioattack.yacy32c3search.apk,4,0,2,1.0000,.6666,.7999
dasho-de.baumann.sieben.apk,5,0,3,1.0000,.6250,.7692
dasho-de.baumann.weather.apk,6,0,3,1.0000,.6666,.7999
dasho-de.cryptobitch.muelli.vouchercalc.apk,5,0,1,1.0000,.8333,.9090
dasho-de.jkliemann.parkendd.apk,5,0,1,1.0000,.8333,.9090
dasho-de.karbach.tac.apk,4,0,0,1.0000,1.0000,1.0000
dasho-de.kodejak.hashr.apk,3,0,1,1.0000,.7500,.8571
dasho-de.live.gdev.timetracker.apk,8,0,2,1.0000,.8000,.8888
dasho-de.marmaro.krt.ffupdater.apk,5,0,1,1.0000,.8333,.9090
dasho-de.meonwax.soundboard.apk,4,1,2,.8000,.6666,.7271
dasho-de.naturalnet.mirwtfapp.apk,5,0,1,1.0000,.8333,.9090
dasho-de.naturalnet.zahnarztgeraeusche.apk,4,0,2,1.0000,.6666,.7999
dasho-de.phoenixstudios.pc_dimmer.apk,6,0,0,1.0000,1.0000,1.0000
dasho-eu.faircode.finegeotag.apk,1,0,0,1.0000,1.0000,1.0000
dasho-eu.siacs.conversations.voicerecorder.apk,4,0,0,1.0000,1.0000,1.0000
dasho-eu.siebeck.sipswitch.apk,1,0,0,1.0000,1.0000,1.0000
dasho-fly.speedmeter.grub.apk,5,0,4,1.0000,.5555,.7142
dasho-fr.gaulupeau.apps.InThePoche.apk,13,1,7,.9285,.6500,.7646
dasho-fr.hnit.riverferry.apk,6,0,0,1.0000,1.0000,1.0000
dasho-fr.mobdev.goblim.apk,4,0,2,1.0000,.6666,.7999
dasho-fr.s3i.pointeuse.apk,5,0,1,1.0000,.8333,.9090
dasho-fr.tvbarthel.apps.simpleweatherforcast.apk,5,0,0,1.0000,1.0000,1.0000
dasho-im.r_c.android.clearweather.apk,9,0,2,1.0000,.8181,.8999
dasho-im.r_c.android.jigsaw.apk,8,0,1,1.0000,.8888,.9411
dasho-in.blogspot.anselmbros.torchie.apk,4,0,2,1.0000,.6666,.7999
dasho-info.staticfree.SuperGenPass.apk,3,0,0,1.0000,1.0000,1.0000
dasho-io.github.benoitduffez.cupsprint.apk,4,0,1,1.0000,.8000,.8888
dasho-io.github.phora.androptpb.apk,3,0,0,1.0000,1.0000,1.0000
dasho-io.github.tompreuss.apnsettings.apk,3,0,1,1.0000,.7500,.8571
dasho-is.pinterjann.jaws.apk,5,0,0,1.0000,1.0000,1.0000
dasho-it.niedermann.owncloud.notes.apk,7,0,0,1.0000,1.0000,1.0000
dasho-it.reyboz.chordshift.apk,3,0,1,1.0000,.7500,.8571
dasho-me.shrimadhavuk.watransmitter.apk,4,0,0,1.0000,1.0000,1.0000
dasho-net.bierbaumer.otp_authenticator.apk,6,1,3,.8571,.6666,.7498
dasho-net.bitconomy.ckpoolwatcher.apk,3,1,1,.7500,.7500,.7500
dasho-net.gaast.giggity.apk,4,0,0,1.0000,1.0000,1.0000
dasho-net.pmarks.chromadoze.apk,4,2,0,.6666,1.0000,.7999
dasho-nodomain.freeyourgadget.gadgetbridge.apk,10,1,2,.9090,.8333,.8694
dasho-org.afhdownloader.apk,6,0,3,1.0000,.6666,.7999
dasho-org.ametro.apk,9,0,1,1.0000,.9000,.9473
dasho-org.amoradi.syncopoli.apk,6,0,2,1.0000,.7500,.8571
dasho-org.asnelt.derandom.apk,3,0,1,1.0000,.7500,.8571
dasho-org.basketbuilddownloader.apk,6,2,3,.7500,.6666,.7057
dasho-org.bienvenidoainternet.app.apk,8,1,4,.8888,.6666,.7617
dasho-org.bobstuff.bobball.apk,4,0,0,1.0000,1.0000,1.0000
dasho-org.cry.otp.apk,5,0,3,1.0000,.6250,.7692
dasho-org.epstudios.epmobile.apk,4,0,0,1.0000,1.0000,1.0000
dasho-org.grapentin.apps.exceer.apk,4,0,0,1.0000,1.0000,1.0000
dasho-org.hiittimer.hiittimer.apk,2,0,0,1.0000,1.0000,1.0000
dasho-org.holylobster.nuntius.apk,5,1,1,.8333,.8333,.8331
dasho-org.indywidualni.fblite.apk,8,0,2,1.0000,.8000,.8888
dasho-org.itishka.pointim.apk,18,0,10,1.0000,.6428,.7825
dasho-org.janb.shoppinglist.apk,9,0,11,1.0000,.4500,.6206
dasho-org.kore.kolabnotes.android.apk,9,3,10,.7500,.4736,.5805
dasho-org.kost.nmap.android.networkmapper.apk,3,0,1,1.0000,.7500,.8571
dasho-org.legtux.m_316k.taptheblacktiles.apk,3,0,1,1.0000,.7500,.8571
dasho-org.ligi.scr.apk,22,0,3,1.0000,.8800,.9361
dasho-org.opengappsdownloader.apk,6,1,3,.8571,.6666,.7498
dasho-org.opengemara.shiurim.apk,5,0,1,1.0000,.8333,.9090
dasho-org.osmocom.tacdatabaseclient.apk,4,0,2,1.0000,.6666,.7999
dasho-org.pulpdust.lesserpad.apk,1,0,0,1.0000,1.0000,1.0000
dasho-org.quantumbadger.redreader.apk,11,1,3,.9166,.7857,.8460
dasho-org.schabi.newpipe.apk,11,0,6,1.0000,.6470,.7856
dasho-org.schabi.openhitboxstreams.apk,5,0,1,1.0000,.8333,.9090
dasho-org.schabi.sharewithnewpipe.apk,5,0,1,1.0000,.8333,.9090
dasho-org.schabi.svgredirect.apk,5,0,1,1.0000,.8333,.9090
dasho-org.secuso.privacyfriendlysudoku.apk,6,0,0,1.0000,1.0000,1.0000
dasho-org.segin.bfinterpreter.apk,4,0,0,1.0000,1.0000,1.0000
dasho-org.toulibre.cdl.apk,5,0,1,1.0000,.8333,.9090
dasho-org.xposeddownloader.apk,6,1,3,.8571,.6666,.7498
dasho-ovh.ice.icecons.apk,4,0,0,1.0000,1.0000,1.0000
dasho-rino.org.tethercompanion.apk,4,1,0,.8000,1.0000,.8888
dasho-ru.glesik.wifireminders.apk,3,0,0,1.0000,1.0000,1.0000
dasho-science.itaintrocket.pomfshare.apk,3,0,0,1.0000,1.0000,1.0000
dasho-systems.byteswap.aiproute.apk,4,0,0,1.0000,1.0000,1.0000
dasho-trikita.talalarmo.apk,1,0,0,1.0000,1.0000,1.0000
dasho-us.shandian.giga.apk,6,0,1,1.0000,.8571,.9230
dasho-za.co.lukestonehm.logicaldefence.apk,4,0,3,1.0000,.5714,.7272
de.audioattack.yacy32c3search.apk,6,0,0,1.0000,1.0000,1.0000
de.audioattack.yacy32c3search-ctrl.apk,6,0,0,1.0000,1.0000,1.0000
de.audioattack.yacy32c3search-fltn-rnm.apk,6,0,0,1.0000,1.0000,1.0000
de.audioattack.yacy32c3search-rmv.apk,6,0,0,1.0000,1.0000,1.0000
de.baumann.diaspora.apk,9,0,0,1.0000,1.0000,1.0000
de.baumann.sieben.apk,8,0,0,1.0000,1.0000,1.0000
de.baumann.sieben-ctrl.apk,8,0,0,1.0000,1.0000,1.0000
de.baumann.sieben-fltn-rnm.apk,8,0,0,1.0000,1.0000,1.0000
de.baumann.sieben-rmv.apk,8,0,0,1.0000,1.0000,1.0000
de.baumann.weather.apk,9,0,0,1.0000,1.0000,1.0000
de.cryptobitch.muelli.vouchercalc.apk,6,0,0,1.0000,1.0000,1.0000
de.cryptobitch.muelli.vouchercalc-ctrl.apk,6,0,0,1.0000,1.0000,1.0000
de.cryptobitch.muelli.vouchercalc-fltn-rnm.apk,6,0,0,1.0000,1.0000,1.0000
de.cryptobitch.muelli.vouchercalc-rmv.apk,6,0,0,1.0000,1.0000,1.0000
de.d120.ophasekistenstapeln.apk,4,0,0,1.0000,1.0000,1.0000
de.jkliemann.parkendd.apk,6,1,0,.8571,1.0000,.9230
de.karbach.tac.apk,4,0,0,1.0000,1.0000,1.0000
de.karbach.tac-ctrl.apk,4,0,0,1.0000,1.0000,1.0000
de.karbach.tac-fltn-rnm.apk,4,0,0,1.0000,1.0000,1.0000
de.karbach.tac-rmv.apk,4,0,0,1.0000,1.0000,1.0000
de.kodejak.hashr.apk,4,0,0,1.0000,1.0000,1.0000
de.kodejak.hashr-ctrl.apk,4,0,0,1.0000,1.0000,1.0000
de.kodejak.hashr-fltn-rnm.apk,4,0,0,1.0000,1.0000,1.0000
de.kodejak.hashr-rmv.apk,4,0,0,1.0000,1.0000,1.0000
de.live.gdev.timetracker.apk,10,0,0,1.0000,1.0000,1.0000
de.marmaro.krt.ffupdater.apk,6,0,0,1.0000,1.0000,1.0000
de.marmaro.krt.ffupdater-ctrl.apk,6,0,0,1.0000,1.0000,1.0000
de.marmaro.krt.ffupdater-fltn-rnm.apk,6,0,0,1.0000,1.0000,1.0000
de.marmaro.krt.ffupdater-rmv.apk,6,0,0,1.0000,1.0000,1.0000
de.meonwax.soundboard.apk,6,0,0,1.0000,1.0000,1.0000
de.naturalnet.mirwtfapp.apk,6,0,0,1.0000,1.0000,1.0000
de.naturalnet.mirwtfapp-ctrl.apk,6,0,0,1.0000,1.0000,1.0000
de.naturalnet.mirwtfapp-fltn-rnm.apk,6,0,0,1.0000,1.0000,1.0000
de.naturalnet.mirwtfapp-rmv.apk,6,0,0,1.0000,1.0000,1.0000
de.naturalnet.zahnarztgeraeusche.apk,6,0,0,1.0000,1.0000,1.0000
de.naturalnet.zahnarztgeraeusche-ctrl.apk,6,0,0,1.0000,1.0000,1.0000
de.naturalnet.zahnarztgeraeusche-fltn-rnm.apk,6,0,0,1.0000,1.0000,1.0000
de.naturalnet.zahnarztgeraeusche-rmv.apk,6,0,0,1.0000,1.0000,1.0000
de.phoenixstudios.pc_dimmer.apk,6,0,0,1.0000,1.0000,1.0000
de.phoenixstudios.pc_dimmer-ctrl.apk,6,0,0,1.0000,1.0000,1.0000
de.phoenixstudios.pc_dimmer-fltn-rnm.apk,6,0,0,1.0000,1.0000,1.0000
de.phoenixstudios.pc_dimmer-rmv.apk,6,0,0,1.0000,1.0000,1.0000
de.pinyto.exalteddicer.apk,4,0,0,1.0000,1.0000,1.0000
de.tap.easy_xkcd.apk,14,7,1,.6666,.9333,.7776
eu.faircode.finegeotag.apk,1,0,0,1.0000,1.0000,1.0000
eu.faircode.finegeotag-ctrl.apk,1,0,0,1.0000,1.0000,1.0000
eu.faircode.finegeotag-fltn-rnm.apk,0,0,1,0,0,0
eu.faircode.finegeotag-rmv.apk,1,0,0,1.0000,1.0000,1.0000
eu.siacs.conversations.voicerecorder.apk,4,0,0,1.0000,1.0000,1.0000
eu.siacs.conversations.voicerecorder-ctrl.apk,4,0,0,1.0000,1.0000,1.0000
eu.siacs.conversations.voicerecorder-fltn-rnm.apk,4,0,0,1.0000,1.0000,1.0000
eu.siacs.conversations.voicerecorder-rmv.apk,4,0,0,1.0000,1.0000,1.0000
eu.siebeck.sipswitch.apk,1,0,0,1.0000,1.0000,1.0000
fly.speedmeter.grub.apk,9,0,0,1.0000,1.0000,1.0000
free.yhc.netmbuddy.apk,3,0,0,1.0000,1.0000,1.0000
fr.gaulupeau.apps.InThePoche.apk,20,0,0,1.0000,1.0000,1.0000
fr.hnit.babyname.apk,6,0,0,1.0000,1.0000,1.0000
fr.hnit.riverferry.apk,6,0,0,1.0000,1.0000,1.0000
fr.hnit.riverferry-ctrl.apk,6,0,0,1.0000,1.0000,1.0000
fr.hnit.riverferry-fltn-rnm.apk,6,0,0,1.0000,1.0000,1.0000
fr.hnit.riverferry-rmv.apk,6,0,0,1.0000,1.0000,1.0000
fr.mobdev.goblim.apk,6,0,0,1.0000,1.0000,1.0000
fr.mobdev.goblim-ctrl.apk,6,0,0,1.0000,1.0000,1.0000
fr.mobdev.goblim-fltn-rnm.apk,6,0,0,1.0000,1.0000,1.0000
fr.mobdev.goblim-rmv.apk,6,0,0,1.0000,1.0000,1.0000
fr.renzo.wikipoff.apk,4,0,0,1.0000,1.0000,1.0000
fr.s3i.pointeuse.apk,6,0,0,1.0000,1.0000,1.0000
fr.tvbarthel.apps.simpleweatherforcast.apk,5,0,0,1.0000,1.0000,1.0000
fr.tvbarthel.apps.simpleweatherforcast-ctrl.apk,5,0,0,1.0000,1.0000,1.0000
fr.tvbarthel.apps.simpleweatherforcast-fltn-rnm.apk,5,0,0,1.0000,1.0000,1.0000
fr.tvbarthel.apps.simpleweatherforcast-rmv.apk,4,0,1,1.0000,.8000,.8888
gq.nulldev.animeopenings.app.apk,10,0,0,1.0000,1.0000,1.0000
im.r_c.android.clearweather.apk,11,0,0,1.0000,1.0000,1.0000
im.r_c.android.jigsaw.apk,9,0,0,1.0000,1.0000,1.0000
in.blogspot.anselmbros.torchie.apk,6,0,0,1.0000,1.0000,1.0000
in.blogspot.anselmbros.torchie-ctrl.apk,6,0,0,1.0000,1.0000,1.0000
in.blogspot.anselmbros.torchie-fltn-rnm.apk,6,0,0,1.0000,1.0000,1.0000
in.blogspot.anselmbros.torchie-rmv.apk,6,0,0,1.0000,1.0000,1.0000
info.staticfree.SuperGenPass.apk,3,0,0,1.0000,1.0000,1.0000
info.staticfree.SuperGenPass-ctrl.apk,3,0,0,1.0000,1.0000,1.0000
info.staticfree.SuperGenPass-fltn-rnm.apk,2,0,1,1.0000,.6666,.7999
info.staticfree.SuperGenPass-rmv.apk,2,0,1,1.0000,.6666,.7999
io.github.benoitduffez.cupsprint.apk,5,0,0,1.0000,1.0000,1.0000
io.github.otakuchiyan.dnsman.apk,4,0,0,1.0000,1.0000,1.0000
io.github.phora.androptpb.apk,3,0,0,1.0000,1.0000,1.0000
io.github.tompreuss.apnsettings.apk,4,0,0,1.0000,1.0000,1.0000
is.pinterjann.jaws.apk,5,0,0,1.0000,1.0000,1.0000
is.pinterjann.jaws-ctrl.apk,5,0,0,1.0000,1.0000,1.0000
is.pinterjann.jaws-fltn-rnm.apk,5,0,0,1.0000,1.0000,1.0000
is.pinterjann.jaws-rmv.apk,5,0,0,1.0000,1.0000,1.0000
it.niedermann.owncloud.notes.apk,7,0,0,1.0000,1.0000,1.0000
it.niedermann.owncloud.notes-ctrl.apk,7,0,0,1.0000,1.0000,1.0000
it.niedermann.owncloud.notes-fltn-rnm.apk,7,0,0,1.0000,1.0000,1.0000
it.niedermann.owncloud.notes-rmv.apk,7,0,0,1.0000,1.0000,1.0000
it.reyboz.chordshift.apk,4,0,0,1.0000,1.0000,1.0000
it.skarafaz.mercury.apk,17,3,3,.8500,.8500,.8500
koeln.mop.elpeefpe.apk,8,1,0,.8888,1.0000,.9411
me.guillaumin.android.osmtracker.apk,8,1,0,.8888,1.0000,.9411
me.shrimadhavuk.watransmitter.apk,4,0,0,1.0000,1.0000,1.0000
moe.minori.pgpclipper.apk,5,0,0,1.0000,1.0000,1.0000
net.bierbaumer.otp_authenticator.apk,9,0,0,1.0000,1.0000,1.0000
net.bierbaumer.otp_authenticator-ctrl.apk,8,0,1,1.0000,.8888,.9411
net.bierbaumer.otp_authenticator-fltn-rnm.apk,8,0,1,1.0000,.8888,.9411
net.bierbaumer.otp_authenticator-rmv.apk,8,0,1,1.0000,.8888,.9411
net.bitconomy.ckpoolwatcher.apk,4,0,0,1.0000,1.0000,1.0000
net.bitconomy.ckpoolwatcher-ctrl.apk,4,0,0,1.0000,1.0000,1.0000
net.bitconomy.ckpoolwatcher-fltn-rnm.apk,4,0,0,1.0000,1.0000,1.0000
net.bitconomy.ckpoolwatcher-rmv.apk,4,0,0,1.0000,1.0000,1.0000
net.gaast.giggity.apk,4,0,0,1.0000,1.0000,1.0000
net.gaast.giggity-ctrl.apk,4,0,0,1.0000,1.0000,1.0000
net.gaast.giggity-fltn-rnm.apk,4,0,0,1.0000,1.0000,1.0000
net.gaast.giggity-rmv.apk,3,0,1,1.0000,.7500,.8571
net.pmarks.chromadoze.apk,4,1,0,.8000,1.0000,.8888
net.pmarks.chromadoze-ctrl.apk,4,1,0,.8000,1.0000,.8888
net.pmarks.chromadoze-fltn-rnm.apk,4,1,0,.8000,1.0000,.8888
net.pmarks.chromadoze-rmv.apk,4,1,0,.8000,1.0000,.8888
nodomain.freeyourgadget.gadgetbridge.apk,12,1,0,.9230,1.0000,.9599
org.afhdownloader.apk,9,1,0,.9000,1.0000,.9473
org.afhdownloader-ctrl.apk,9,1,0,.9000,1.0000,.9473
org.afhdownloader-fltn-rnm.apk,8,1,1,.8888,.8888,.8887
org.afhdownloader-rmv.apk,9,1,0,.9000,1.0000,.9473
org.ametro.apk,10,0,0,1.0000,1.0000,1.0000
org.amoradi.syncopoli.apk,8,0,0,1.0000,1.0000,1.0000
org.anothermonitor.apk,1,0,0,1.0000,1.0000,1.0000
org.asnelt.derandom.apk,4,0,0,1.0000,1.0000,1.0000
org.asnelt.derandom-ctrl.apk,4,0,0,1.0000,1.0000,1.0000
org.asnelt.derandom-fltn-rnm.apk,4,0,0,1.0000,1.0000,1.0000
org.asnelt.derandom-rmv.apk,4,0,0,1.0000,1.0000,1.0000
org.basketbuilddownloader.apk,9,1,0,.9000,1.0000,.9473
org.berlin_vegan.bvapp.apk,12,2,1,.8571,.9230,.8888
org.bienvenidoainternet.app.apk,12,0,0,1.0000,1.0000,1.0000
org.bienvenidoainternet.app-ctrl.apk,12,0,0,1.0000,1.0000,1.0000
org.bienvenidoainternet.app-fltn-rnm.apk,8,1,4,.8888,.6666,.7617
org.bienvenidoainternet.app-rmv.apk,11,0,1,1.0000,.9166,.9564
org.bobstuff.bobball.apk,4,0,0,1.0000,1.0000,1.0000
org.bobstuff.bobball-ctrl.apk,4,0,0,1.0000,1.0000,1.0000
org.bobstuff.bobball-fltn-rnm.apk,4,0,0,1.0000,1.0000,1.0000
org.bobstuff.bobball-rmv.apk,4,0,0,1.0000,1.0000,1.0000
org.cry.otp.apk,8,0,0,1.0000,1.0000,1.0000
org.cry.otp-ctrl.apk,8,0,0,1.0000,1.0000,1.0000
org.cry.otp-fltn-rnm.apk,8,0,0,1.0000,1.0000,1.0000
org.cry.otp-rmv.apk,8,0,0,1.0000,1.0000,1.0000
org.csploit.android.apk,18,0,0,1.0000,1.0000,1.0000
org.dmfs.tasks.apk,15,0,0,1.0000,1.0000,1.0000
org.domogik.domodroid13.apk,9,2,1,.8181,.9000,.8569
org.epstudios.epmobile.apk,4,0,0,1.0000,1.0000,1.0000
org.gittner.osmbugs.apk,23,1,0,.9583,1.0000,.9787
org.grapentin.apps.exceer.apk,4,0,0,1.0000,1.0000,1.0000
org.hiittimer.hiittimer.apk,2,0,0,1.0000,1.0000,1.0000
org.holylobster.nuntius.apk,6,0,0,1.0000,1.0000,1.0000
org.holylobster.nuntius-ctrl.apk,6,0,0,1.0000,1.0000,1.0000
org.holylobster.nuntius-fltn-rnm.apk,6,0,0,1.0000,1.0000,1.0000
org.holylobster.nuntius-rmv.apk,6,0,0,1.0000,1.0000,1.0000
org.indywidualni.fblite.apk,10,0,0,1.0000,1.0000,1.0000
org.itishka.pointim.apk,28,0,0,1.0000,1.0000,1.0000
org.janb.shoppinglist.apk,14,0,6,1.0000,.7000,.8235
org.kore.kolabnotes.android.apk,14,1,5,.9333,.7368,.8234
org.kost.nmap.android.networkmapper.apk,4,0,0,1.0000,1.0000,1.0000
org.kost.nmap.android.networkmapper-ctrl.apk,4,0,0,1.0000,1.0000,1.0000
org.kost.nmap.android.networkmapper-fltn-rnm.apk,4,0,0,1.0000,1.0000,1.0000
org.kost.nmap.android.networkmapper-rmv.apk,4,0,0,1.0000,1.0000,1.0000
org.legtux.m_316k.fortune.apk,4,0,0,1.0000,1.0000,1.0000
org.legtux.m_316k.taptheblacktiles.apk,4,0,0,1.0000,1.0000,1.0000
org.legtux.m_316k.taptheblacktiles-ctrl.apk,4,0,0,1.0000,1.0000,1.0000
org.legtux.m_316k.taptheblacktiles-fltn-rnm.apk,4,0,0,1.0000,1.0000,1.0000
org.legtux.m_316k.taptheblacktiles-rmv.apk,4,0,0,1.0000,1.0000,1.0000
org.ligi.scr.apk,25,0,0,1.0000,1.0000,1.0000
org.opengappsdownloader.apk,9,1,0,.9000,1.0000,.9473
org.opengappsdownloader-ctrl.apk,9,1,0,.9000,1.0000,.9473
org.opengappsdownloader-fltn-rnm.apk,8,0,1,1.0000,.8888,.9411
org.opengappsdownloader-rmv.apk,9,1,0,.9000,1.0000,.9473
org.opengemara.shiurim.apk,6,0,0,1.0000,1.0000,1.0000
org.opengemara.shiurim-ctrl.apk,6,0,0,1.0000,1.0000,1.0000
org.opengemara.shiurim-fltn-rnm.apk,6,0,0,1.0000,1.0000,1.0000
org.opengemara.shiurim-rmv.apk,6,0,0,1.0000,1.0000,1.0000
org.osmocom.tacdatabaseclient.apk,6,0,0,1.0000,1.0000,1.0000
org.osmocom.tacdatabaseclient-ctrl.apk,6,0,0,1.0000,1.0000,1.0000
org.osmocom.tacdatabaseclient-fltn-rnm.apk,6,0,0,1.0000,1.0000,1.0000
org.osmocom.tacdatabaseclient-rmv.apk,6,0,0,1.0000,1.0000,1.0000
org.pulpdust.lesserpad.apk,1,0,0,1.0000,1.0000,1.0000
org.pulpdust.lesserpad-ctrl.apk,1,0,0,1.0000,1.0000,1.0000
org.pulpdust.lesserpad-fltn-rnm.apk,1,0,0,1.0000,1.0000,1.0000
org.pulpdust.lesserpad-rmv.apk,1,0,0,1.0000,1.0000,1.0000
org.quantumbadger.redreader.apk,14,0,0,1.0000,1.0000,1.0000
org.schabi.newpipe.apk,17,0,0,1.0000,1.0000,1.0000
org.schabi.openhitboxstreams.apk,6,0,0,1.0000,1.0000,1.0000
org.schabi.openhitboxstreams-ctrl.apk,6,0,0,1.0000,1.0000,1.0000
org.schabi.openhitboxstreams-fltn-rnm.apk,6,0,0,1.0000,1.0000,1.0000
org.schabi.openhitboxstreams-rmv.apk,6,0,0,1.0000,1.0000,1.0000
org.schabi.sharewithnewpipe.apk,6,0,0,1.0000,1.0000,1.0000
org.schabi.sharewithnewpipe-ctrl.apk,6,0,0,1.0000,1.0000,1.0000
org.schabi.sharewithnewpipe-fltn-rnm.apk,6,0,0,1.0000,1.0000,1.0000
